file_name,caption_1,caption_2,caption_3,caption_4,caption_5
Padlock.wav,An animal is squeaking while it is eating food.,"Clicks and squeaks were quiet and persistent, but at uneven intervals.","Quiet clicking and squeaking at consistent, but uneven, intervals.",The crackle of a fire with the slight rhythmic squeaking sound in the background.,fire crackling with a slight squeak from a spit being turned
flowing water.wav,A faint buzzing occasionally interrupts the falling of the rain,It is raining and water races down a wash.,Rain is falling and a faint buzzing plays occasionally.,Water is cascading over a lot of rocks in a stream and splashing.,Water is running down a waterfall forming a cascade
Vending Machines - Room Tone.wav,Several people talking in the distance inside a large echoing room.,The low vibration of a factory covers the few voices of its chatting workers.,The low rumble of a factory covers the few voices of the workers.,Voices and talk while a clothes dryer does its job in the background,people are laughing and talking in the background as the rains are falling
Flies Aboard.wav,A back and forth squeaking tone from low to high and back again.,A squeaking tone changes pitch from low to high and back again over and over.,"Lots of feedback, similar to  computer noises, are generated.",Many tones with high pitches were played in order.,"A lot of feedback, like computer noises are heard."
Crack_2Eggs_and_Fry.wav,A person frying something in a frying pan and moving things around.,Grease bubbling in a pan with rattling of utensils on the pan,Grease bubbling in a pan with the rattling of utensils on the pan.,"Moving things around, someone fries food in a frying pan.",Some kind of food is being cooked in a frying pan.
Teakettle Boiling.wav,A metal wheeled cart is being dragged across a pavement.,A metal wheeled cart is being dragged across pavement.,Popcorn is popping vigorously while being cooked in a microwave.,Popcorn is popping vigorously while being made in a microwave.,Solid wheels are rolling across an uneven solid surface.
Fork Onto Table .wav,A metal eating utensil is being dropped and picked up several times.,A quiet room is the site where a metal object is repeatedly dropped on a flat surface.,Silverware is being laid out onto a table.,Someone drops and picks up a metal eating utensil over and over.,Something made of metal is dumped on a flat surface over and over in a quiet room.
gargnano-sounds.wav,Bird whistling gets loud as a car drives quickly or the wind blows loudly and keys rattle as someone walks.,Birds are chirping and cars are passing by with someone walking and going up stairs.,"Birds chirp while cars drive past a single point and wind blows, wood breaks and metal items are laid down.","Cars drive past a single point while birds chirp, the wind blows, wood breaks, and metal items are laid down.","Someone walks through grass while jingling keys, as cars pass and birds chirp."
car acceleration sequence.wav,A car is driving and getting faster and shifting gears,A car is driving fast and shifting gears,A cars engine starts and then begins to go faster.,A door opening then a car moving in first gear before switching to second gear as it accelerates.,"The engine starts, and the car begins to move, faster and faster"
Car starting (open hood).wav,A person starts a car engine and then turns it off.,"A woman speaks something, then the engine of her car starts.",A woman is speaking and then turns on and off a car.,A person starting a car and then turning it off.,The car is turned on and off when the woman is finished speaking.
leaves.wav,A machine sawing through snow and ice in a regular and sustained fashion.,A machine sawing through snow and ice in a regular sustained fashion.,Rustling sound on a smooth surface similar to leather.,The windshield wipers were clearing the windows of the car,Window wipers are clearing the windows of a car.
soft_walking.wav,The running footsteps of a child resonate as time goes on.,A person running up and down the stairs,The footsteps of a running child resonate over time.,The open grind of leather shoes against the running motion.,"in a small inside room , person hitting with a tool on a wood"
writing in pencil.wav,A brush being rubbed against a leather surface in a quick back and forth motion.,Someone is using chalk to write something on the chalkboard.,Someone is writing with a sharp object on to something.,"Someone writes, pauses, writes some more, pauses again, and writes more.","Someone writes, pauses, writes, pauses, and writes more"
Pieces examined on table.wav,Dice being rolled and game pieces clinking onto a hard surface.,"Dice rolls and game pieces are moved, clinking on a hard playing surface.",Keys or marbles being rattled and dropped onto a table top.,Small objects jingle as they are shuffled and dropped.,Small objects jingle as they are shuffled and then dropped.
compressed-waist-rubbish-container.wav,A machine is turned on and before it is turned off it churns.,"A machine is turned on and churns, then is turned off.",A person in a factory presses a button to operate heavy machinery.,Using a saw to cut some wood and close the door,Wood is cut by someone using a saw before they close a door
Sound_FX_chaleira.wav,A machine that is rotating around in a circle,A machine which is rotating as it operates.,An engine of a car is turning starting then the car driving on a road of rocks,An engine of a car starting then the car driving on a road of rocks,"First, the rush of traffic becomes audible, then the raining noise gets louder, and then something clicks."
Charleston Campus Summer.wav,A engine roaring and a girl talking quietly.,The helicopter engine is whirring and the propeller is winding in the background,The helicopter engine makes a whirring noise and the propeller is winding in the background.,"The voice of a person is engaged, along with the wings of the helicopter.","The wings of a helicopter are engaged, alongside the voice of a person."
West Country pub interior.wav,A large number of men and women are talking.,"Many adults are engaged in conversation, with one voice occasionally being louder than the others.","People are in a confined space, speaking in differing volumes to one another.",People speaking in different volumes in a confined space.,The conversation of many adults with one voice occasionally being louder
chinesealarmclock.wav,A clock is ticking in a rhythmic fashion.,A clock is ticking in a steady rhythmic fashion.,The continuous ticking of the hands of a clock,The continuous ticking of the hands of a clock is loud.,The first beat of a rhythmic clock is always higher pitched than the second beat.
Scifi Elevator Start Moving and Stop.wav,A large industrial machine being started in a large room and then turned off.,"A steam engine fires up and rumbles, then the engine shuts down.",Air pump machines at a car wash always shut off.,An industrial machine in a large room is turned on and then off.,Machinery hums and buzzes as it starts up.
Greeting Card Foley.wav,A sound of footsteps being made from the truck and some wood cutting by someone.,A person scrapes a surface that slightly squeaks then taps it.,Someone is turning the pages in a book.,Someone is walking around as another person chops wood.,The surface squeaks as a person taps and scrapes it.
Kocking door and open door.wav,A door being rapped upon and a wooden door creaking open.,"A person knocks on a door, the door opens and then the door closes and locks.",Someone knocking on a door and then proceeding to open it.,"Someone knocks on a door, which opens, then closes and is locked.",The door is opened after someone knocks at it.
Wooden bed board vs wall.wav,A door is rapped upon with increasing intensity.,A wooden object hits another wooden object frequently.,Continuously a wooden cabinet door is being hit.,Someone is throwing wood on a wood pile.,Wood is being thrown onto a pile of wood.
Leafing through papers.wav,Someone pulls the crank a couple times and starts a weed eater and then shuts it down.,Someone pulls the crank a couple times and starts a weed eater up and then shuts it down.,"A weed eater is started, used and turned off.",someone starting a dirt bike then revving the motor up and finally turning motor off.,A motor is started and runs at a high speed for a few seconds.
CivicSI.Accelerating.Garage.wav,"A vehicle engine revs repeatedly, getting louder as time goes on.","The motorcycle revved again and again, followed by a pause, and then more revving","The revving of a motorcycle again and again, then a pause, then more revving","While performing fixing of the motorcycle, he revved the engine, allowed it to idle, and then revved it again.","a motorcycle engine being revved, allowed to idle and revved again"
Coins falling on wood.wav,A coin is flipped and spun on a table seven times.,A person bounces a coin on a counter repeatedly.,Coins make a metallic jingling as they are dropped onto a flat surface.,"One by one, coins are dropped onto a surface and allowed to spin until they stop.",The coin on the table was flipped and spun seven times.
Sukhapha anchor chain.wav,A garage door opens and closes while people talk.,Heavy machinery is being used while people lightly talk in the background,People are talking lightly in the background as heavy machinery being used.,Someone dragged a metal door opened and shook a metal chain multiple times,Someone is opening a garage door and closing it and people are talking.
Footsteps On Pipe_Metal.wav,Different hollow objects are being struck repeatedly with force.,First a stick then a ball are bounced on the top of a kettle drum.,"Someone bangs against a pipe before they pause, then continue.",Unique empty objects are being hit repeatedly with strength.,someone is banging the pipe and stops for a while before doing it again
shovel.wav,Someone working under a bridge with heavy traffic overhead is moving garage tools around.,The traffic is heavy overhead as someone working under the bridge is moving garage tools around.,The wind is blowing a metal object that is repeatedly striking another metal object producing clanking.,The wind is blowing something that is clanking around.,motor repair people are busy preparing cars and tools are making sound
Gong bashing repetitively with resonance.wav,A cymbal is being played and gets quieter and quieter.,A loud gong is followed by a continuous vibration in the air.,A song plays before slowly fading then picking up again.,"Before slowly fading then picking up again, a song plays.","While a cymbal is being played, it gets quieter and quieter."
Rain inside the old theater of Prypiat (close to Chernobyl).wav,A cymbal clangs with a metallic sound to the ground and a series of echoes follow the sudden noise.,Raindrops splash down on the surface of the floor.,The splash of raindrops falling on the floor.,Water dripping nearby while rain hits a barrel outside.,"Water splashes and dripping nearby me, while rain hits a barrel outside."
hugespacecruiser.wav,A large ferry turbine is churning away in the water at a regular pace.,A large ferry turbine is churning away repetitively in the water.,An industrial machine making whirring noises from inside a room.,The whirring noise of the industrial machine filled the room.,It is silent except for some white noise.
engine start BMW 320 VG91.wav,A light chime and then truck getting ignition and engine starts running and then stopped.,"A light chime, a truck starting its engine, and then it stopped.",A truck starts before idling for a bit.,"An engine is ignited, idles, then turns off.","The engine first ignites, then idles and then turns off."
Freight Train Crossing.wav,A quickly passing train rumbles as is wheels run over the tracks.,A train driving extremely fast by a railway crossing and wheels squealing,A train is riding by while the horn and bell is sounding.,A train is sounding its horn and bell as it drives by,Honking is followed by the arrival of a train crossing train tracks.
Train_passing.wav,A aircraft flies overhead and bells start to ring.,A plane flies overhead as bells begin to chime.,A plane flying by quickly in the air followed by a ringing.,A plane is flying followed by a ringing.,"As the train approaches the station, it comes to stop, followed by bells signalling its arrival."
Creaky Floor and show scuffles at  The Musee de Cluny.wav,A person speaks while the rain is pouring,Machinery is running while people talk inaudibly in the background.,People are talking while moving papers around in a hall.,The rain is pouring down and a person speaks.,machinery running while people talk inaudibly in the background.
diferents ocells.wav,A person is outside and you can hear the cars in the background and a whistle.,A person speaks inaudibly with many birds chirping in the background.,"Birds are chirping, a sprinkler is running, and people are talking.",Someone saying something inaudible and birds chirping in the background.,a large passenger air plane flies in the distant sky while birds are chirping.
murmur_on_ferry_1.wav,A crowded space has several people talking at the same time.,Crowd chatter noisily resonates as time goes on.,Men and women talk inaudibly in the background,People talking inaudibly in the background including men and a woman,Several people are talking in a crowded space.
"Tunis Medina, Handwerker und Stimmen.wav","As an object is clanking, children are talking.",Next to a school yard construction work is carried out,Some construction work is being done next to a school yard.,The people chatter and talk excitedly and with increasing loudness as the locomotive pulls into the station.,The people chatter excitedly and with increasing loudness as the locomotive pulls into the station.
officeWorkConstruction1.wav,A large machine worked only a short period of time.,A metallic hum is emitted from a machine while a static buzzing occurs and then things are shut off.,"A metallic hum is emitted from a machine while a static buzzing occurs, then things are shut off.",A shower that is on but not fully working.,an engine is rumbling and then stops while the phone is vibrating in the background
Water Dripping on Water.wav,The water from the faucet is dripping steadily.,Water dripping from a faucet at a relatively consistent rate,Water is dripping from a faucet that is not closed fully.,Water is either being dropped in a glass or it is flowing into the glass.,water is dripping from a faucet that is not fully closed
RhythmicSC.wav,A cupboard is opened and closed as water is run and metal dishes are banged around.,"A cupboard is opened, water is running, metal dishes are banged around, the cupboard is closed.",Water is running as a glass is being tossed around.,"Wood creaks and water moves around, while silverware clanks.",Wood creaks while water sounds out in the background as others eat with silverware.
Shed Creaks.wav,"A cupboard door opens, then someone taps randomly with a very light stick before closing the door again.",A door opens and closes followed by footsteps.,A wooden floor creaks as it is walked upon in a small house.,Creaking of a wooden floor as it is walked upon in a small house.,"Someone opens the door of a cupboard, then someone taps lightly with a stick, then the door closes again."
mab-kite-spool-20080727.wav,A boiling teapot whistling loudly indicating the water is hot.,A kettle is whistling shrilly as the liquid inside is boiling.,A teapot is whistling and is ready to be taken off of the stove.,A teapot is whistling which is ready to be taken off of the stove.,"Whistling loudly, a teapot indicates that the water is boiling."
dark ambience 01.wav,"A engine idling, birds singing and wind blowing",A light breeze is blowing and some people are whispering.,The wind is blowing calmly as the video goes on.,White noise and a vibration of sound in the background.,"a large engine idling, birds singing and wind blowing"
RPG Town Loop #1.wav,A band is calmly playing music for an audience.,"Music is played on several instruments, including a piano.",Part of a song of an old video game is playing.,an organ and a stringed instrument playing a slow song,some piano tones and musical melody playing continuously.
Synthikat Dark Scene 01.wav,A synthesizer is playing strings and a voice effect.,"Drums, voices and creepy music is being played.",Scary music is playing then it gets more intense.,The strings and voice effects where produced by a synthesizer.,creepy music being played with drums and voices
Fantasy Ambience.wav,A song with multiple instruments is playing loudly.,A train whistles but the sound has been distorted.,The song was played loudly with multiple instruments.,Weird music is being played by the use of a Synthesizer.,Weird music is being played via a Synthesizer.
SUBWAY_02.wav,"A jet descends slowly, lands then comes to a stop.",An airplane landing nearby and other traffic is moving nearby also.,An airplane or a jet is flying overhead and coming in for a landing.,An airplane or a jet is flying overhead and then coming for a landing.,"a jet slowly descends, lands, and comes to a stop"
metal clink.wav,A key is being moved around with metal and tapped.,A person is dropping change into a plastic container and then they loudly shake the change.,A person is dropping change into a plastic container and then they shake the change.,A person jingles about metal objects in a container.,A person jingles about various metal objects in a container
Dolphin Noises.wav,A door squeaks as it is moved back and forth.,A squeaky door is being moved back and forth.,Opening and almost closing a squeaking door that hinges need oil,"Someone is opening and almost closing a squeaking door, the hinges of which need oil.",The air and a door with squeaky hinges are being moved back and forth.
Rain at home 01 080807.wav,It is raining and then it thunders some and then dies back down to just raining again.,Rain and thunder happens then dies down until it starts again.,Rain falling and thunder clapping outside in a storm.,Rain is falling steadily while thunder crashes in the background.,Rain is falling steadily while thunder crashes loudly.
Rain at the city window - 44.1kHz16Bit - XYStereo - TASCAM - DR40 - intMic - normalized - fade in and fade out.wav,"As the wind rustles outside, water from a river flows into an enclosed area.",Cars pass through puddles of water during a thunderstorm.,Cars passing through puddles of water while a thunderstorm is happening.,Rain and water rushes as it thunders and continues to rain.,Rain and water rushing followed by thunder and more rain.
Placing Objects On Desk.wav,A mug is put down on a table with a clanking sound.,A mug is set down hard on a wooden table.,An object is placed on a hard surface and multiple thuds occur in the room.,Multiple thuds occur throughout a room and an object is placed on a surface.,Someone is working with wood and striking pieces together in a lot of random ways.
River.wav,A fountain runs and water pours over rocks.,"Running water filling a tub or basin, with the lowering pitch indicating that the container is being loaded.",Water flowing through a creek or a river at a pretty fast rate.,Water is flowing through a creek at a fast rate.,Water pours over rocks while a fountain motor runs.
fdv_jour_de_pluie_2.wav,A heavy rain coming down onto a roof outside.,A heavy rainfall pours down onto the outside area of the roof.,A rainstorm hits the top of a shed with a some wind.,A rainstorm with a some wind on hitting on top of a shed,Rain falls steadily near a train station while a train rolls by.
Rain inside Car_Summer_Johannesburg_14H00.wav,Rain and hail are falling on a tin roof.,Rain drops onto the metal roof of a shed,"Rain hits a surface, and thunder rumbles in the background.",Rain is falling on the metal roof of a shed.,Rain is hitting and also thunder in background
Fire1.wav,A fire is crackling over a group of wood.,A quiet campfire is raging on through the night.,The crackling fire amid a pile of wood.,Trolley wheels roll on the ground while a fire roars and crackles in the background.,Water was dripping onto a hard surface while the wind was blowing in the background.
Footsteps on Linoleum Floor w_ Socks_1-2.wav,A horse walks around in one place before walking off.,A person is carrying a heavy item and walking with heavy steps.,Someone is pacing back and forth on a porch.,Someone is walking from one end of a porch to another.,someone carrying something heavy and walking with heavy steps
Footsteps on quiet street at night.wav,A person walks on a sidewalk and a truck beeps as it backs up.,A person walks on a sidewalk and a truck beeps as it then backs up.,An man walks in a regular and repeated fashion inside an industrial factory building with heavy traffic outside.,Footsteps pacing down a path and heavy breathing.,Someone walking down the street and a truck backing up
"Footsteps, Sneakers, Tile, Fast.wav",A person is walking with shoes on that makes noises from the steps.,"In a systematic way, hard objects are striking against another hard object.",Someone is pacing in shoes on the hard floor.,Someone wearing wooden heels is walking very quickly.,someone is walking around in shoes on the hard floor.
shufflingdirt.L.wav,A person walking through fallen leaves with traffic in the distance.,As traffic drove in the distance a person walked through fallen leaves.,Footsteps walking over leaves as a vehicle is travelling.,Rustling steps through grass while passing traffic is in the background.,"While passing traffic is in the background, steps rustle through grass."
indoors house ambient room tone distant neighbours 1.wav,Muffled talking and cars driving past then echoes of talking.,People mill around in a tall car park as someone closes a door of a car and traffic roars nearby.,People speak and move quietly in the background and then someone begins to whistle.,Someone began to whistle over the rustling of people moving and speaking quietly in the background.,"The air outside is filled with vehicles passing by, doors closing, and people talking in the background."
waves beach medium1 close.wav,It is raining really hard and the wind is blowing,Water is flowing rapidly from a tall waterfall.,Water is flowing rapidly from a waterfall at a fast rate.,Waves crash loud and steady against the shore.,Waves crash loudly and steadily against the shore.
Rain in city.wav,A heavy rain coming down and splashing on a roof and a concrete surface.,A heavy rain is coming down and splashing on a roof and a concrete surface.,Rain is pouring onto the street as cars drive past.,Water falling onto the rooftop and flowing away.,Water raps against a rooftop and flows about.
Guinnefowl - SChatter 1 - 96kHz.wav,A squeaky noise as if someone is writing with a marker on a board.,"A squeaky noise is made, similar to the noise created when a person writes on a board with a marker.",Squeaking sound through out with background birds chirping,Squeaky birds chirp and a caw sound is in the background.,The birds chirping continued in the background while the squeaking sound never stopped.
Martian Seas.wav,A moving engine was in a contact with an object making a swishing sound,An engine in motion was touching something that was making a swishing noise.,"An engine runs for awhile, never picking up in speed.",Spinning machinery is making a very loud and continuous noise.,Spinning machinery is making a very loud continuous noise.
Street basketball in detroit.wav,A ball is bouncing while men and women talk and cheer.,A bunch of people are playing basketball and getting noisy.,A crowd cheers while watching a sporting event.,A crowd is watching a sporting event and cheering.,A group of people are getting noisy while they play basketball.
Nord_Odal_Nyhus_04_juni_2011_quiet_forest_birds_insects_distant_chainsaw_01.wav,A driver revs their engine aggressively drowning out nearby bird chirps.,A tree cutter cuts trees while birds tweet in the background.,"As birds whistle behind, the tree cutter worked to cut the trees.",Birds are chirping in the background as a person with a motorbike revs the engine in an aggressive way.,a car is being revved up while birds are chirping in the background
Lamborghini Gallardo.wav,A car starts and its engine revs a couple time until the car is turned off.,A car starts and its engine revs a couple times until the car is turned off.,A very faulty engine roars as it is switched on and gets revved occasionally before finally being switched off.,A badly faulty engine roars into action and gets revved occasionally before finally being switched off.,A vehicle motor turns on and is revved several times before shutting off.
Silencyo_RAIN_NIGHT_Village_CloseUp_Drips_Gutter_MSd.wav,A small hollow object hits a solid object and water runs in the distance.,A tin can is being tapped by a person with a pen.,Large rain drops are hitting the lids of metal cans outside.,Large rain drops that are hitting the lids of metal cans outside.,The small hollow object hits another solid object while water runs in the distance.
porto_church_athmo_33.wav,A train moving on tracks and the tracks are clanking .,A whistle in the distance and someone is walking down stairs.,Air movement through a narrow corridor and the movement of traffic in the background,Air movement through a narrow corridor and the movement of traffic is in the background.,Cars slowed down to a stop as their brakes were used.
Outdoor Suburb Summer.wav,"A person cutting wood with a chainsaw but then stops, birds are singing in the background.","A person is cutting wood with a chainsaw but then stops, birds are singing in the background.","A tree shredder ran briefly while birds were singing, and people spoke in background","a tree shredder ran briefly, birds were singing, and people spoke in background",vehicle travelling sound along with cricket chipping sound and wind sound
Sound_FX_Ambient_Street_cars+passing_by.wav,A child speaks while several vehicles drive by.,A large vehicle rumbles as a soft wind blows by and a child spoke something.,A soft wind blows in the background as a large vehicle rumbles on and a young child spoke something.,A young person talks amid the din of traffic.,People are talking in the distance and a car drives by and a kid screams and the car drives away.
Thunder - 2.wav,"During a rainstorm, a loud thunderclap rolls and echoes for many seconds.","The thunder from a lightning strike, somewhat distant, passing by and then fading away.","The thunder from a passing lightning strike, somewhat distant, faded away.",Thunder goes off and then dies off in the distance.,a long clap of thunder during a storm
riverside evening 01 SHORT.wav,Small waves in a lake hit the shore again and again.,Someone is rowing in their boat down a river.,Someone is rowing their boat down a river.,The paddle of a boat is used to move water.,water moving over the paddle of a boat.
wooden boat row water.wav,A large object sloshes around in some liquid.,A person is rowing a boat in a lake.,A person rowing a boat in a lake.,A boat is being pulled across a lake or pond.,A boat is being used in a lake or pond.
static 770 kHz cycle zap.wav,A goose egg kind of electric sound current plays as time goes on.,A zipping kind of electric sound stream plays as time goes on.,Almost twenty seconds of an air horn blasting very loudly,Radio static is buzzing and emitting a vibrating noise.,"When radio static buzzes, it also emits a vibrating noise"
YANN SDB SARAH.wav,Some water was poured inside a drain and then a lot of it poured inside a drain,The water slowly dripped before overflowing and pouring over.,Water is trickling and splashing very quietly and then a large gurgle as it flows out to drain.,"Water slowly drips into another body of water, then pours heavily",Water was poured inside a drain and much of it flowed inside another drain.
nature-waterfall-Blaafarveverket-090721.wav,A television speaker plays at a high speed.,High speed noise from the television and speaker,Water from a large waterfall is falling over a cliff.,Water rushes from a big stream which passes over a cliff.,water flows from an height with high force and intensity
London underground 06 train arriving.wav,A robotic voice makes an announcement as the brakes of a subway train squeal and slow down.,A subway train approaches and slows to a stop.,"A train is speeding upon the rails, and eventually slows down and the brakes squealing loudly.",As the train approaches it slows down and the brakes squeak,a heavy large vehicle on wheel is approaching its destination and slowing down
20100919.magdalena.fountain.wav,It is raining hard as railroad bells ring and people speak in the background.,It is raining hard as railroad bells toll and people have conversations in the background.,People are talking and a bell is ringing while it is raining outdoors.,Water in a fountain splashes while a town square bell tolls.,Water splashes on an interior fountain while a town square bell tolls.
winding spring.wav,A creaking occurs and winding of a object several times over again and then comes to a stop.,A person is using a wrench on something and then starts banging on it.,A person using a wrench on something and then banging on it.,Someone is rocking the foot pedal of an antique sewing machine and sewing.,Someone is rocking the foot pedal of an antique sewing machine.
Machete far 2.wav,A piece of metal is being tapped another piece metal at a slow pace .,An iron worker hits iron with a mallet.,Metal being tapped on metal at a slow pace,One hard object is being struck against another metal object repeatedly.,Two hard objects banging into each other at a constant pace.
Turning Book Pages.wav,"In quick succession, pages of paper are flipped.",Moving papers one by one of a book or a magazine,Pages of paper are flipped in quick succession.,Someone is flipping through the pages of a newspaper.,The pages of a book or magazine are being turned one by one.
WalkingGravelTrailAugust2015.wav,A man murmurs to himself during a walk in the woods as nature chirps in the background.,"Footsteps crunch on a gravel surface, a man softly speaks repeatedly while insects chirp and hiss in the background","Footsteps crunch on a gravel surface, a man speaking softly while insects chirp and hiss far away.",A muttering person walks in the snow while crickets are chirping.,A man is walking through the woods murmuring to himself as nature chirps in the background.
channel 2 now concludes its broadcast day.wav,An emergency announcement communication device is clearly audible.,A siren wailing on the same note and volume over time.,"An emergency whistle plays, indicating an emergency broadcast.","Over time, a siren wails on the same note and volume.","An emergency whistle sounds out, indicating an emergency broadcast"
Birds in Comacchio Lake 3.wav,Loud and persistent crowing and cawing of birds followed by birds chirping and insects buzzing.,Loud and persistent crowing and cawing of birds followed by buzzing.,Sea gulls make calls to each other on the beach.,The birds currently caw and chirp in the forest.,birds are cawing and chirping in the forest
shell-like.wav,A steady artificial electronic noise is emitted in a science fiction style.,A wind tunnel effect is created by the wind blowing over an empty area.,The rate of wind blowing in a hollow chamber is consistent.,Wind blows in a hollow chamber at a constant rate.,Wind blows over an empty area creating a wind tunnel effect.
Geese Fly Over.wav,A flock of geese fly overhead honking so loud that it echos.,Geese flying over head and sound processed through a audio delay and or reverb.,Geese flying over head and their call is being processed through an audio delay.,Gulls at the ocean are loudly flying overhead.,honking geese as they fly past overhead and their calls echo
rain balcony calm suburb.wav,A storm brewing and cars driving by on a near by road.,Cars are zooming past with other sounds nearby.,Cars drive past on the nearby road as a storm begins to rumble in the distance.,Wind is blowing while a vehicle is speeding along on a busy interstate.,Wind is blowing while a vehicle speeds along.
Walking in Evening With Plane Flying by.wav,A man is walking on gravel with his cell phone on in his pocket.,A man or woman is walking through leaves.,A person is walking outside while leaves crackle and trash as well.,A woman is walking through the leaves outside.,walking outside in some leaves and trash crackling.
agua.wav,Constantly flowing water is falling from some height.,The water is running while a person is in the shower.,Water is flowing from an height with a constant speed,Water is pouring into a sink and down the drain.,Water is running into a pot or bowl.
Announcement diversion 100211.wav,A man talks over a tannoy system while other people murmur in the background.,A person is speaking through a loud speaker while others are speaking in the background.,A person is speaking through a loudspeaker while other people are speaking in the background.,"While other people murmur in the background, a man speaks over a Tannoy speaker system.",While talking a man says something on a loud speaker.
outdoors ambient distant village 3.wav,People are chatting with traffic in the distance.,People are talking in the distance while noises are reverberating and then a car horn is honking.,People are talking in the distance while tannoy noises reverberate and then a car horn is sounded.,People chatter distantly with traffic even further in the distance.,"While multiple people speak, a dog is barking."
Crash Scene During Le Mans.wav,A synthesized motor vehicle is revving its engine in different ways.,A synthesized motor vehicle or race car revving its engine in a variety of ways.,A video game car accelerates and then decelerates at various speeds and times,"A video game race car accelerates faster, and then decelerates.",The video game with a car accelerates and decelerates at various speeds.
Wind moaning in chimney flue.wav,A car engine is revving in the background.,A motor runs as a vehicle accelerates and decelerates repetitively.,A vehicle revs intermittently while a motor is running.,The wind howls as it blows through open windows.,The wind is blowing continuously through the windows.
020220_00.wav,A man speaking just before operating a sucking device.,A person speaking followed by water running loudly.,A person speaks while frying something in a pan.,Man speaking then a loud running water sound.,People are talking before they start the washing machine.
applause small room.wav,A continuous round of clapping with a brief sound of a voice.,A continuous round of clapping with the brief sound of a voice.,A large audience giving a long round of applause for several seconds.,A lot of people giving a long applause continuously for several seconds .,Several people in a room or interior space are clapping hands.
Locker Room Ambience .wav,"A hand dryer is activated and a door closes, as in the background, tap water runs into a bathroom sink.",Metal is stacked and a vacuum starts and stops twice.,Metal material knocked while working a building machine.,Stacking metal and a vacuum starting and stopping two times.,Tap water runs into a bathroom sink in the background while a hand dryer is activated and a door closes.
marbles.wav,A person is stacking and moving plastic chips.,A person moving and adjusting around several plastic chips.,Someone is playing with a box of beads and shaking them up loudly.,Someone is playing with a box of beads and shaking them up.,Someone is walking through crunchy fall leaves on the ground.
0401 Traffic_light_sound.wav,A bird is tweeting as a vehicle is speeding away and people are talking.,A bird is tweeting as a vehicle speeds away and people talking.,A bird sings its own traffic signal while the vehicles pass by.,"While vehicles pass by, a bird sings its own traffic signal.",a person playing a whistle while walking on the road.
Cable Car Outside Red Peak Station.wav,A person is mowing their lawn while someone is sanding a piece of wood.,An airplane is flying over a factory building.,An airplane that is flying over a factory building.,Different machines are running at different speeds and people are talking in the background.,Different machines are running at their own speed and people are talking in the background.
giant fan-marston.wav,"A machine runs while churning softly, and then a rattling buzz.","A machine churns softly while running, then a rattling buzz.",Rain is coming down on the sidewalk as cars pass by.,Rain that is coming own on the sidewalk with cars passing by.,"The wind blows from time to time, as a vehicle engine idles at a constant rate."
049-Oscar-Miauw.wav,A cat making noise and crying as it gets closer,Multiple cat meows grow louder and then softer as time goes on.,Multiple cat meows grow louder then softer as time goes on.,a cat meowing and crying as it gets closer,a cat purring and meowing several times during the clip
Kids chatter Primary School Birmingham UK.wav,A group of children and adults are talking and laughing.,A group of children are talking and playing at school.,"Outside of the large gathering, several people are gathering, making conversation.","People of all ages were talking, laughing and having a good time.",Several people talking and chatting outside at a large gathering.
School.wav,A crowd of people are speaking in close proximity to each other.,A large crowd of people talk and laugh in a public place,Men and women of all ages are talking and laughing at once in a public place.,People are talking loudly while in a crowd.,"While in a crowd, people are talking loudly."
080912_00_grinder_wood.wav,A electric saw is on and being used to cut something.,A saw buzzes and grinds as it cuts through material.,An electric saw is now in use and is cutting something.,An electric saw was cutting through a wood,An electric saw was slicing through a piece of wood.
Coffeehouse Ambience Burlington VT 0112xx.wav,People are talking as someone enters through the door,People laughing and talking at a party over the background of softly playing music.,man and lady talking and some came in close the door and went out.,people are talking as someone enter through the door,people laughing and talking at party with music softly playing
"09-07-14_2052_Matosinhos, grill of a fish restaurant.wav",Human chat in the rain while traffic goes by,People sitting around a fire pit are talking to each other.,People were getting loud as the traffic on the street was getting busy.,Several people are chatting outside close to a street with traffic sounds and a fire crackling in the background.,Several people chatting outside close to a street with traffic sounds and a fire burning in the background.
20161126_rain.74.wav,Rain falling near a creak or very open echoing room.,Rain falling near a river or in a hollow and large room.,Rain falls steadily on a smooth surface while something is clicking lightly in the background.,Something clicks lightly in the background while the rain falls steadily on a smooth surface.,Water is streaming in a brook over the pit.
"09-07-16_1925_parking palacio de cristal, ventilation system.wav",A big wind fan turning then a car stopping suddenly.,"A big wind fan turns, then a car stops suddenly.","Heavy machinery is running, and a tire sharply squeals in the middle.",It is raining and cars are driving on the wet road.,It is raining and cars are still driving on the wet road.
Fan_Ventilation_Stereo 2.wav,A fan blowing air and a bike tire is spinning.,A machine of some sort is in action at the paper mill.,An electrical motor running continuously to same speed,An electrical motor was running continuously to get to the same speed,a loud motor sound with a chattering in the background
Train Station Atmosphere.wav,A low hum of a city environment with some people talking.,An engine of an automobile rumbles with a consistent rate.,Outside city noises cover the faint voices talking.,Outside city noises cover the indistinct voices talking.,The city has a low hum environment with some people talking.
100121.wav,"A crack of thunder rumbled through the sky, its roar drowning out the gentle rainfall.",It is raining and then a very loud burst of thunder.,Loud thunder while rain pours down in the background.,Thunder rolls across the sky as rain falls to the ground.,rain falling as thunder rolls across the sky
